finess,rs_finess,finess_geo,rs_finess_geo,region,type,participation,depot,nb_rep_score_all_ssr_ajust,score_all_ssr_ajust,classement,evolution,score_accueil_ssr_ajust,nb_rep_score_accueil_ssr_ajust,score_pec_ssr_ajust,nb_rep_score_pec_ssr_ajust,score_lieu_ssr_ajust,nb_rep_score_lieu_ssr_ajust,score_repas_ssr_ajust,nb_rep_score_repas_ssr_ajust,score_sortie_ssr_ajust,nb_rep_score_sortie_ssr_ajust,score_all_ssr_ajust_dp,taux_reco_brut,nb_reco_brut,score_ajust_esatis_region,score_ajust_esatis_type
290000827,CHM DE ROSCOFF SITE DE TY-YANN,290000827,FONDATION ILDYS SITE DE TY-YANN,Bretagne,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
560005746,CENTRE HOSPITALIER DE BRETAGNE SUD- CHBS,290000934,GHBS - HOPITAL LA VILLENEUVE,Bretagne,Centre Hospitaliers,Facultatif,Oui,30,82.98,A,Non calculable,89.82,30,85.51,30,84.05,30,72.69,30,76.08,30,83.0,72.4,29,78.91,78.29
290000975,FONDATION ILDYS SITE DE PERHARIDY,290000975,FONDATION ILDYS SITE DE PERHARIDY,Bretagne,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,203,79.75,A,Stable,84.96,203,83.51,203,78.18,203,69.52,203,73.74,203,80.0,76.8,203,78.91,78.23
290000983,CHM DE ROSCOFF SITE ST LUC,290000983,FONDATION ILDYS SITE ST LUC,Bretagne,Etablissements de santé privés à but non lucratif,Facultatif,Oui,99,82.14,A,Stable,88.25,99,85.55,99,81.66,99,71.15,99,77.03,99,82.0,87.9,99,78.91,78.23
290002344,CENTRE DE CONVALESCENCE JEAN TANGUY ST YVI,290002344,POLE RÉADAPT DE CORNOUAILLE SAINT YVI,Bretagne,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
290003953,CRF DE TREBOUL,290003953,CRF DE TREBOUL,Bretagne,Etablissements de santé privés à but lucratif,Obligatoire,Oui,152,79.41,A,Stable,84.9,152,82.18,152,77.67,152,79.63,152,69.76,152,79.0,66.9,151,78.91,74.3
290000017,CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST,290004365,CHU BREST SITE GUILERS,Bretagne,Centre Hospitalo-Universitaires,Obligatoire,Oui,62,77.9,A,Amélioration,84.48,62,83.33,62,73.49,62,69.06,62,69.37,62,78.0,67.7,62,78.91,75.79
290007905,MEACS CROZON,290007905,AJD SSR PÉDIATRIQUE POLYVALENT,Bretagne,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
560005746,CENTRE HOSPITALIER DE BRETAGNE SUD- CHBS,290034610,GHBS - HOPITAL BOIS JOLY,Bretagne,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
290036466,POLE READAPT DE CORNOUAILLE CONCARNEAU,290036466,POLE READAPT DE CORNOUAILLE CONCARNEAU,Bretagne,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
290036474,POLE READAPT DE CORNOUAILLE QUIMPER,290036474,POLE RÉADAPT DE CORNOUAILLE QUIMPER,Bretagne,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
290036706,INSTITUT DE READAPTATION DU CAP HORN,290036706,INSTITUT DE RÉADAPTATION DU CAP HORN,Bretagne,Etablissements de santé privés à but lucratif,Obligatoire,Oui,96,77.09,A,Amélioration,80.09,96,81.92,96,80.34,96,58.41,96,69.45,96,77.0,61.5,96,78.91,74.3
2A0000030,CRF ET MAISON REPOS FINOSELLO,2A0000030,CRF ET MAISON DE REPOS DU FINOSELLO,Corse,Etablissements de santé privés à but lucratif,Obligatoire,Oui,91,72.87,C,Stable,80.68,91,75.92,91,73.6,91,69.95,91,60.53,91,72.0,46.7,90,75.74,74.3
2A0000170,HOPITAL LOCAL DE BONIFACIO,2A0000212,HOPITAL LOCAL DE BONIFACIO,Corse,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
2A0000261,MAISON DE CONVALESCENCE ILE DE BEAUTE,2A0000261,CENTRE REPOS CONVALESCENCE,Corse,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
2A0002051,CRF LES MOLINI,2A0002051,CRF LES MOLINI,Corse,Etablissements de santé privés à but lucratif,Obligatoire,Oui,111,76.91,A,Stable,83.52,111,79.77,111,75.56,111,72.6,111,68.77,111,77.0,70.3,111,75.74,74.3
2A0022554,MAISON DE CONVALESCENCE ET REGIME VALICELLI,2A0022554,MAIS CONVAL ET REGIME VALICELLI,Corse,Etablissements de santé privés à but lucratif,Obligatoire,Oui,215,77.45,A,Amélioration,87.23,215,79.08,215,76.52,215,77.12,215,68.55,215,77.0,70.7,215,75.74,74.3
2A0000014,CENTRE HOSPITALIER GENERAL N D MISERICORDE AJACCIO,2A0023271,USLD D' AJACCIO,Corse,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
2B0000020,CENTRE HOSPITALIER - FALCONAJA - BASTIA,2B0000012,CENTRE HOSPITALIER DE BASTIA,Corse,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
2B0005664,CLINIQUE DE TOGA,2B0005664,CLINIQUE DE TOGA,Corse,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300780046,CENTRE HOSPITALIER ALES CEVENNES,300000023,CH ALES CEVENNES,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300780079,CENTRE HOSPITALIER DE PONT SAINT ESPRIT,300000056,CH PONT ST ESPRIT,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300780087,CENTRE HOSPITALIER D'UZES,300000064,CH UZES,Occitanie,Centre Hospitaliers,Facultatif,Oui,91,84.25,A,Stable,91.56,91,87.67,91,85.72,91,75.5,91,74.87,91,84.0,92.3,91,76.05,78.29
300002169,CENTRE SOINS DE SUITE LES CADIÈRES,300002169,SMR LES CADIERES ST PRIVAT DES VIEUX,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300012358,CENTRE MÉDICAL DE L'EGREGORE UGECAM,300012358,CTRE MED L'EGREGORE CAVEIRAC UGECAM,Occitanie,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,70,80.85,A,Amélioration,90.6,70,84.32,70,83.42,70,69.93,70,69.69,70,81.0,77.1,70,76.05,78.23
300014040,GCS SSR CENTRE REEDUCAT GARD RHODANIEN,300014040,GCS CTRE REEDUC GARD RHODANIEN BAGNOLS,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300017423,CENTRE MÉDICAL DE L'EGREGORE AUDAVIE,300017423,CTRE MED L'EGREGORE CAVEIRAC AUDAVIE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300780111,MAISON DE SANTÉ LA POMAREDE,300780111,SMR LA POMAREDE FILIERIS,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300780285,CLINIQUE VALDEGOUR,300780285,CL VALDEGOUR NIMES,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,97,73.31,B,Amélioration,79.27,97,78.46,97,70.95,97,57.31,97,67.97,97,73.0,41.7,96,76.05,74.3
300780442,MAISON DE REPOS LES CHATAIGNIERS,300780442,CTRE SSR LES CHATAIGNIERS MOLIERES CAV,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300780491,MAISON DE REPOS ET DE CONVALESCENCE LES OLIVIERS,300780491,CL LES OLIVIERS GALLARGUES,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,119,77.23,A,Stable,83.54,119,79.66,119,78.21,119,66.52,119,73.32,119,77.0,56.3,119,76.05,74.3
300781440,MAISON DE CONVALESCENCE DOMAINE DU CROS,300781440,SMR DOMAINE DU CROS QUISSAC,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
300780038,CENTRE HOSPITALIER UNIVERSITAIRE DE NIMES,300782117,CHU NIMES CAREMEAU,Occitanie,Centre Hospitalo-Universitaires,Obligatoire,Oui,42,78.27,A,Amélioration,88.46,42,81.21,42,82.89,42,60.99,42,71.01,42,78.0,64.3,42,76.05,75.79
300780038,CENTRE HOSPITALIER UNIVERSITAIRE DE NIMES,300782141,CENTRE MEDICAL GRAU DU ROI CHU NIMES,Occitanie,Centre Hospitalo-Universitaires,Obligatoire,Oui,84,79.36,A,Stable,88.13,84,81.95,84,84.06,84,62.32,84,73.58,84,79.0,72.3,83,76.05,75.79
310780671,CENTRE HOSPITALIER COMMINGES PYRENEES,310000310,CH COMMINGES PYRENEES SITE ST PLANCARD,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310014329,SSR DEFICIENTS VISUELS ET BASSE VISION,310014329,SSR BASSE VISION A MATHIS ST GAUDENS,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310020938,CLINIQUE DE QUINT FONSEGRIVES,310020938,CL SMR VAL DE SAUNE QUINT FONSEGRIVES,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310021571,CENTRE GERIATRIQUE DES MINIMES,310021571,CL DES MINIMES TOULOUSE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,310022298,HOPITAL GARONNE CHU TOULOUSE,Occitanie,Centre Hospitalo-Universitaires,Facultatif,Oui,33,75.91,B,Non calculable,79.95,33,79.25,33,77.43,33,70.94,33,66.31,33,76.0,57.6,33,76.05,75.79
310023007,CLINIQUE LA RECOUVRANCE,310023007,CL LA RECOUVRANCE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310026927,CL CAPIO LA CROIX DU SUD,310026927,CL CAPIO LA CROIX DU SUD QUINT FONSEGR,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310780234,SA CLINIQUE DU CABIROL,310780234,CL DU CABIROL COLOMIERS,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,139,73.73,B,Amélioration,79.51,139,77.2,139,72.81,139,70.53,139,63.55,139,74.0,54.0,139,76.05,74.3
310780366,CLINIQUE  MONIE,310780366,CL MONIE VILLEFRANCHE DE LAURAGAIS,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,,,NV,,,,,,,,,,,,,,,,
310780374,CHATEAU DE VERNHES,310780374,CL DU CHATEAU DE VERNHES BONDIGOUX,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,468,81.67,A,Stable,87.8,468,86.39,468,75.35,468,72.69,468,77.4,468,82.0,77.3,466,76.05,74.3
310781174,SA CENTRE CONVALESCENCE MONTVERT,310781174,CL BLAGNAC,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,39,72.15,C,Diminution,76.69,39,73.92,39,78.35,39,61.64,39,64.41,39,72.0,51.3,39,76.05,74.3
310781422,CENTRE PAUL DOTTIN,310781422,CENTRE PAUL DOTTIN RAMONVILLE ST AGNE,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,33,76.8,A,Amélioration,86.29,33,79.81,33,77.35,33,67.3,33,67.36,33,77.0,72.7,33,76.05,78.23
310781695,CLINIQUE DE LAGARDELLE CLINEA,310781695,POLYCL MEDICALE DE LA LEZE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310781984,CLINIQUES DU MIDI VERDAICH,310781984,CL DE VERDAICH GAILLAC TOULZA,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,75,78.12,A,Stable,83.03,75,81.12,75,77.35,75,72.01,75,71.4,75,78.0,70.7,75,76.05,74.3
310782016,CLINIQUE NEPHROLOGIQUE SAINT EXUPERY,310782016,CL NEPHRO ST EXUPERY TOULOUSE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,30,80.07,A,Non calculable,85.81,30,81.41,30,86.37,30,72.26,30,71.64,30,80.0,73.3,30,76.05,74.3
310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,310782339,CRF LA FONTAINE SALEE CHU TOULOUSE,Occitanie,Centre Hospitalo-Universitaires,Obligatoire,Oui,148,80.65,A,Stable,89.09,148,85.27,148,77.13,148,67.41,148,75.12,148,81.0,77.0,148,76.05,75.79
310782396,SSR KORIAN ESTELA,310782396,CL SSR KORIAN ESTELA TOULOUSE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,48,73.19,B,Non calculable,77.63,48,74.09,48,79.45,48,60.17,48,70.0,48,73.0,35.4,48,76.05,74.3
310781406,CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE,310783055,HOPITAL DE RANGUEIL CHU TOULOUSE,Occitanie,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310180013,HÔPITAUX LUCHON CTRE CONVAL GERONTO,310784558,CRF LES HOPITAUX DE LUCHON,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310784830,CRF LES CEDRES,310784830,CRF LES GRANDS CEDRES CORNEBARRIEU,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,64,72.29,C,Stable,78.36,64,76.91,64,72.43,64,57.48,64,64.92,64,72.0,43.8,64,76.05,74.3
310786389,SARL CLINIQUE DES PYRENEES,310786389,CL DES PYRENEES COLOMIERS,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,31,70.44,C,Amélioration,75.6,31,74.56,31,71.56,31,52.14,31,65.73,31,70.0,23.3,30,76.05,74.3
310786702,SSR DOMAINE DE LA CADENE,310786702,SSR DOMAINE DE LA CADENE TOULOUSE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
310790472,CLINIQUE SAINT ORENS,310790472,CL ST ORENS SAINT ORENS DE GAMEVILLE,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,190,72.22,C,Amélioration,76.64,190,74.45,190,79.37,190,55.28,190,66.78,190,72.0,36.8,190,76.05,74.3
310792635,MAISON DE REPOS ET DE CONVALESCENCE LE MARQUISAT,310792635,ETAB DE SOINS DE SUITE LE MARQUISAT,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,44,65.34,D,Diminution,70.51,44,69.04,44,70.93,44,41.81,44,59.86,44,65.0,27.3,44,76.05,74.3
320780117,CENTRE HOSPITALIER D'AUCH,320000086,CH AUCH EN GASCOGNE,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
320004310,ETABLISSEMENT PUBLIC DE SANTE DE LOMAGNE EX HOPITAL LOCAL,320000110,EPS LOMAGNE SITE DE FLEURANCE,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
320780182,CENTRE HOSPITALIER EX HOPITAL LOCAL DE MAUVEZIN,320000151,CH DE MAUVEZIN,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
320004930,POLE DE SANTE LA REVISCOLADA MONTEGUT,320004930,POLE DE SANTE LA REVISCOLADA MONTEGUT,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,45,71.32,C,Non calculable,80.97,45,75.32,45,81.35,45,39.23,45,63.95,45,71.0,42.2,45,76.05,78.23
320780323,CRF DE ROQUETAILLADE,320780323,CTRE PEDIA ST JACQUES MPR MONTEGUT,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330000217,MAISON DE SANTE MARIE GALENE ASSOC DES DAMES DU CALVAIRE,330000217,MAISON DE SANTE MARIE GALENE,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,38,75.89,B,Stable,81.08,38,78.86,38,80.61,38,62.34,38,68.08,38,76.0,55.6,36,77.94,78.23
330781204,CENTRE HOSPITALIER D'ARCACHON,330000555,CENTRE HOSPITALIER D'ARCACHON,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781220,CENTRE HOSPITALIER DE LA HAUTE GIRONDE,330000571,CH DE LA HAUTE GIRONDE,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781253,CENTRE HOSPITALIER DE LIBOURNE,330000605,CTRE HOSPIT.R.BOULIN-LIBOURNE,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781261,CENTRE HOSPITALIER DE STE FOY LA GRANDE,330000613,CENTRE HOSPITALIER STE FOY LA GRANDE,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330024928,CENTRE DE RÉÉDUCATION AVICENNE,330024928,CENTRE DE REEDUCATION AVICENNE,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Obligatoire,Oui,162,82.36,A,Stable,88.9,162,86.85,162,85.24,162,58.31,162,78.43,162,82.0,77.2,162,77.94,74.3
330057654,KORIAN LES FLOTS,330057654,KORIAN LES FLOTS,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,118,78.4,A,Amélioration,81.36,118,82.12,118,82.15,118,65.52,118,69.75,118,78.0,53.8,117,77.94,74.3
330780206,CLINIQUE D'ARCACHON,330780206,CLINIQUE D'ARCACHON,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330780495,CLINIQUE MUTUALISTE DU MEDOC,330780495,CLINIQUE MUTUALISTE DU MEDOC,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330780503,HOPITAL PRIVE SAINT-MARTIN,330780503,HOPITAL PRIVE SAINT-MARTIN,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,55,73.34,B,Amélioration,79.08,55,76.11,55,76.77,55,56.42,55,69.91,55,73.0,52.7,55,77.94,74.3
330780529,CLINIQUE MUTUALISTE DE PESSAC,330780529,CLINIQUE MUTUALISTE DE PESSAC,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330780560,LA PIGNADA,330780560,CENTRE DE SSR LA PIGNADA,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,128,80.51,A,Stable,86.39,128,81.99,128,78.9,128,81.68,128,74.75,128,81.0,80.5,128,77.94,78.23
330780750,CENTRE DE SOINS DE SUITE ET RÉADAPTATION LES LAURIERS,330780750,CSSR LES LAURIERS,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,72,77.32,A,Stable,82.76,72,82.89,72,72.27,72,61.85,72,74.56,72,77.0,50.7,71,77.94,78.23
330780768,L'AJONCIÈRE,330780768,MAISON DE REPOS L'AJONCIERE,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781121,L'ADAPT CHÂTEAU RAUZÉ,330781121,CHATEAU RAUZE  - LADAPT,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781139,CENTRE DE READAPTATION FONCTIONNELLE,330781139,CRF LA TOUR DE GASSIES,Nouvelle Aquitaine,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,87,79.6,A,Stable,83.18,87,82.29,87,80.53,87,72.71,87,73.2,87,80.0,67.8,87,77.94,78.23
330781154,KORIAN LES GRANDS CHENES,330781154,CLINIQUE LES GRANDS CHENES,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Obligatoire,Oui,190,77.56,A,Amélioration,82.55,190,81.2,190,76.12,190,70.03,190,70.64,190,78.0,68.9,190,77.94,74.3
330781303,HOPITAL D'INSTRUCTION DES ARMEES ROBERT PICQUE,330781303,HOPITAL INSTR DES ARMEES ROBERT PICQUE,Nouvelle Aquitaine,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781196,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX,330781337,HOPITAL XAVIER ARNOZAN - CHU,Nouvelle Aquitaine,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781196,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,Nouvelle Aquitaine,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
330781402,POLYCLINIQUE DE BORDEAUX-TONDU,330781402,NOUVELLE CLINIQUE BORDEAUX TONDU,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,34,67.87,D,Non calculable,75.65,34,73.66,34,73.94,34,34.9,34,61.09,34,68.0,32.4,34,77.94,74.3
330781626,MAISON DE REPOS LA ROSE DES SABLES,330781626,CLINIQUE ROSE DES SABLES,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Facultatif,Oui,56,77.58,A,Amélioration,87.1,56,80.81,56,79.35,56,69.78,56,65.9,56,78.0,65.5,55,77.94,74.3
330802778,CHATEAU LEMOINE READAPTATION,330802778,CLINIQUE LES HAUTS DE CENON,Nouvelle Aquitaine,Etablissements de santé privés à but lucratif,Obligatoire,Oui,278,74.02,B,Amélioration,81.03,278,79.28,278,74.93,278,51.9,278,68.48,278,74.0,50.0,278,77.94,74.3
340000025,SSR INSTITUT MARIN SAINT PIERRE,340000025,INSTITUT ST PIERRE PALAVAS LES FLOTS,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,69,76.03,B,Diminution,85.33,69,78.16,69,76.08,69,67.9,69,70.08,69,76.0,76.8,69,76.05,78.23
340780469,CENTRE SPEC HAUT LANGUEDOC CH ST PONS,340000181,CH ST PONS DE THOMIERES,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340011295,LES HOPITAUX DU BASSIN DE THAU,340000223,HOPITAL ST CLAIR SETE HBT,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340000439,CENTRE ORTHOPEDIQUE MAGUELONE,340000439,CTRE ORTHOPEDIQUE MAGUELONE CASTELNAU,Occitanie,Etablissements de santé privés à but non lucratif,Obligatoire,Oui,193,79.55,A,Stable,83.86,193,82.05,193,77.6,193,78.69,193,72.88,193,80.0,75.6,193,76.05,78.23
340001064,CENTRE PROPARA,340001064,CENTRE MUTUALISTE NEUROLOGIQUE PROPARA,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340780469,CENTRE SPEC HAUT LANGUEDOC CH ST PONS,340008176,CTRE SPEC HAUT LANGUEDOC CH ST PONS,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340780477,CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER,340008275,CENTRE ANTONIN BALMES CHU MONTPELLIER,Occitanie,Centre Hospitalo-Universitaires,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340009018,CLINIQUE DU PIC SAINT LOUP,340009018,CL PIC ST LOUP ST CLEMENT DE RIVIERE,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,69,70.0,C,Non calculable,73.01,69,72.06,69,78.07,69,59.1,69,60.48,69,70.0,39.7,68,76.05,74.3
340780055,CENTRE HOSPITALIER BEZIERS,340017771,SSR CH BEZIERS,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340019090,CRF BOURGÉS,340019090,CRF BOURGES CASTELNAU LE LEZ,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,40,75.97,B,Amélioration,80.43,40,78.43,40,81.9,40,67.79,40,66.74,40,76.0,70.0,40,76.05,74.3
340023241,GCS CENTRE SMR AMBRUSSUM,340023258,GCS CENTRE SMR AMBRUSSUM LUNEL,Occitanie,GCS,Facultatif,Oui,54,70.19,C,Non calculable,77.23,54,73.0,54,80.83,54,47.3,54,60.08,54,70.0,45.3,53,76.05,70.19
340024546,CL PLEIN SOLEIL SITE MTP,340024546,CL PLEIN SOLEIL MONTPELLIER,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,71,67.9,D,Diminution,72.05,71,70.55,71,76.73,71,51.67,71,58.68,71,68.0,32.9,70,76.05,74.3
340780196,CRF LE VALD'ORB,340780196,CRF LE VAL D'ORB BOUJAN SUR LIBRON,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,93,82.52,A,Stable,87.98,93,85.43,93,82.29,93,77.78,93,74.28,93,83.0,86.0,93,76.05,74.3
340780212,CRF STER,340780212,CRF STER LAMALOU LES BAINS,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,157,75.89,B,Stable,80.52,157,79.07,157,77.85,157,64.46,157,69.31,157,76.0,55.4,157,76.05,74.3
340796358,CH PAUL COSTE FLORET,340780220,CH PAUL COSTE FLORET LAMALOU LES BAINS,Occitanie,Centre Hospitaliers,Obligatoire,Oui,191,83.72,A,Stable,91.53,191,86.04,191,83.07,191,76.38,191,78.64,191,84.0,77.4,190,76.05,78.29
340780253,MAISON DE REPOS LE COLOMBIER,340780253,MR LE COLOMBIER LAMALOU LES BAINS,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,34,70.1,C,Amélioration,74.98,34,71.74,34,73.07,34,70.12,34,60.82,34,70.0,33.3,33,76.05,74.3
340011295,LES HOPITAUX DU BASSIN DE THAU,340780436,HOPITAL ST LOUP AGDE HBT,Occitanie,Centre Hospitaliers,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340780568,CLINIQUE DU SOUFFLE LA VALLONNNIE,340780568,CL DU SOUFFLE LA VALLONIE LODEVE,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,199,77.97,A,Stable,85.1,199,79.81,199,83.64,199,63.52,199,71.96,199,78.0,58.4,197,76.05,74.3
340780816,CLINIQUE MUTUALISTE JEAN LEON,340780816,CL MUT JEAN LEON LA GRANDE MOTTE,Occitanie,Etablissements de santé privés à but lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
340780857,CRF LE CASTELET,340780857,CL LE CASTELET ST JEAN DE VEDAS,Occitanie,Etablissements de santé privés à but lucratif,Obligatoire,Oui,145,76.3,B,Stable,78.03,145,78.94,145,70.98,145,80.59,145,70.76,145,76.0,58.6,145,76.05,74.3
340781608,CLINIQUE DU MAS  DE ROCHET,340781608,CL DU MAS DE ROCHET CASTELNAU LE LEZ,Occitanie,Etablissements de santé privés à but non lucratif,Facultatif,Oui,,,DI,,,,,,,,,,,,,,,,
