"code_demarche","FINESS_EJ","FINESS_EG","RS_eg","Site_Principal"
30570,130781131,130043375,"HJ ADO PARADOX HJ ENF TALLAGARD SALON","False"
30570,130781131,130043391,"APPT THERAPEUTIQUE LOU RISSOULET GARDANNE","False"
30570,130781131,130051600,"CMP ADOLESCENT AIX","False"
30570,130781131,130781651,"CMP LA BOETIE BERRE L’ETANG","False"
30570,130781131,130792963,"CMP ACANTHE GARDANNE","False"
30570,130781131,130793037,"CMP GAUGUIN GARDANNE","False"
30570,130781131,130793045,"CMP LE TRIDENT MIRAMAS","False"
30570,130781131,130796295,"CMP LE LIOURAT VITROLLES","False"
30570,130781131,130796824,"CMP VILLA BLANCHE SALON","False"
30570,130781131,130798481,"HJ CPI VITROLLES","False"
30570,130781131,130803679,"CMP DE LAMBESC","False"
30570,130781131,130806300,"CMP LES TOURNESOLS BERRE L’ETANG","False"
30570,130781131,130806409,"CMP CATTP PIERRE CARABELLI AIX","False"
30570,130781131,130806904,"CMP PAUL CEZANNE AIX","False"
30570,130781131,130806953,"CMP CATTP LE TALLAGARD SALON","False"
30570,130781131,130807407,"ADDICTOLOGIE AIX","False"
30570,130781131,130807415,"HJ ADDICTOLOGIE AIX","False"
30570,130781131,130807449,"CMP VILLA MELODIE VITROLLES","False"
30570,130781131,130807456,"CATTP VILLA MELODIE VITROLLES","False"
30570,130781131,130807464,"HJ VILLA MELODIE VITROLLES","False"
30570,130781131,130807472,"CATTP ACANTHE GARDANNE","False"
30570,130781131,130807480,"HJ ACANTHE GARDANNE","False"
30570,130781131,130807498,"CATTP ARGOS AIX","False"
30570,130781131,130807506,"APPT THERAPEUTIQUE LE LOUXOR AIX","False"
30570,130781131,130807514,"HJ CMP CATTP SAINTE VICTOIRE AIX","False"
30570,130781131,130807522,"CMP MEJANES CMP SUTTER AIX","False"
30570,130781131,130807720,"CATTP VILLA BLANCHE SALON","False"
30570,130781131,130807738,"HJ VILLA BLANCHE SALON","False"
30570,130781131,130807746,"HJ CMP CATTP ROSE DES SABLES MIRAMAS","False"
30570,130781131,130807761,"CMP CATTP DE L'ARC AIX","False"
30570,130781131,130807787,"CENTRE DE JOUR AIX","False"
30570,130781131,130807803,"CMP LONGAREL TRETS","False"
30570,130781131,130807829,"CATTP LA BOETIE BERRE L’ETANG","False"
30570,130781131,840018691,"HJ CMP CATTP REGAIN PERTUIS","False"
30570,130781131,840021976,"CMP LA GARANCE PERTUIS","False"
30573,130001985,130784812,"CLINIQUE SAINT BARNABE","True"
30574,910002419,910300045,"CLINIQUE MEDICALE LES JARDINS DE BRUNOY","True"
30575,140003278,140017237,"HOPITAL PRIVE SAINT MARTIN","True"
30576,640000261,640780607,"ETABLISSEMENT DE SOINS DE SUITE LA MAISON BASQUE","True"
30577,350023248,350000204,"CENTRE LOCAL HOSPITALIER SAINT JOSEPH","True"
30578,920000932,920300563,"CMPR LAENNEC","True"
30579,920030269,920005238,"CLINIQUE DU PONT DE SEVRES","True"
30581,670780055,670018787,"HUS SITE ICANS","False"
30581,670780063,670000033,"CLCC PAUL STRAUSS - ICANS","True"
30581,670780063,670018779,"CRLCC PAUL STRAUSS SITE HUS-HAUTEPIERRE","False"
30582,910001643,910805357,"CLINIQUE DE L'ESSONNE","True"
30582,910009869,910009919,"CRF CHAMPS ELYSEES","False"
30583,360000061,360000145,"CENTRE HOSPITALIER DE LA CHATRE","True"
30584,750721334,690000427,"CMC DE READAPTATION DES MASSUES","True"
30585,020000063,020000162,"CENTRE HOSPITALIER DE SAINT QUENTIN","True"
30585,020000063,020004388,"CH SAINT QUENTIN","False"
30585,020000063,020006664,"CENTRE DE PSYCHOTHERAPIE DU CENTRE HOSPITALIER","False"
30585,020000063,020009874,"UNITE DE SOINS DE LONGUE DUREE SAINT LAURENT - CH SAINT QUENTIN","False"
30585,020000063,020014627,"CATTP ADULTES CH SAINT QUENTIN","False"
30585,020000063,020014635,"CATTP ADULTES CH SAINT QUENTIN","False"
30585,020000063,020014643,"CENTRE HOSPITALIER DE SAINT QUENTIN-CMP ADULTES","False"
30585,020000063,020014676,"CMP-CATTP ADULTES CH SAINT QUENTIN","False"
30585,020000063,020015079,"CATTP CH SAINT QUENTIN BISSON","False"
30585,020000063,020015194,"CATTP CH SAINT QUENTIN BOHAIN EN VER","False"
30585,020000063,020016366,"SMUR CH SAINT QUENTIN GUISE","False"
30587,620001834,620003350,"POLYCLINIQUE DE RIAUMONT","True"
30587,620001834,620116558,"UNITE DE SOINS DE LONGUE DUREE DE LA POLYCLINIQUE DE LIEVIN","False"
30588,690000377,690780655,"HOPITAL PRIVE DE L'EST LYONNAIS","True"
30589,930019484,920016698,"CMPR L'ADAPT CHATILLON","True"
30591,440052041,590790655,"CLINIQUE CHIRURGICALE SAINT ROCH","True"
30591,440052041,590810784,"CLINIQUE SAINT ROCH CONVALESCENCE","False"
30594,630781110,630000479,"CENTRE JEAN PERRIN","True"
30596,580000628,580972008,"CENTRE DE REEDUCATION FONCTIONNELLE PASORI","True"
30597,170024053,170780662,"CAPIO CLINIQUE DE L'ATLANTIQUE","True"
30598,160001574,160009080,"ARDEVIE-CSSR LES GLAMOTS","True"
30599,770000925,770803989,"CENTRE DE REEDUCATION CARDIAQUE DE LA BRIE","True"
30600,540019726,570003103,"CENTRE DE MEDECINE PHYSIQUE ET DE READAPTATION LE HOHBERG","True"
30601,790002497,790000681,"MELIORIS LE GRAND FEU - NIORT","True"
30601,790002497,790008064,"MELIORIS LE LOGIS DES FRANCS","False"
30602,290000017,290000058,"CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE BREST- SITE MORVAN","True"
30602,290000017,290000256,"CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE BREST- SITE DE CARHAIX-PLOUGUER","False"
30602,290000017,290004324,"CHRU DE BREST- HOPITAL CAVALE BLANCHE","False"
30602,290000017,290004340,"CHRU DE BREST-HOPITAL DE BOHARS","False"
30602,290000017,290004365,"CHRU DE BREST - HOPITAL GUILERS","False"
30602,290000017,290004530,"CHRU DE BREST-RESIDENCE PONCHELET (ANNEXE CHU BREST)","False"
30602,290000017,290006121,"CHRU DE BREST-FOYER DE POST-CURE  AN AVEL VOR","False"
30602,290000017,290008796,"CHRU DE BREST-CENTRE PSYCHOTHERAPIQUE WINNICOTT","False"
30602,290000017,290017250,"CHRU DE BREST-CENTRE FAMILLES ET ADDICTIONS","False"
30602,290000017,290017946,"CHRU DE BREST-USLD RENE FORTIN","False"
30602,290000017,290030378,"CHRU DE BREST-CATTP CAMILLE CLAUDEL","False"
30602,290000017,290030402,"CHRU DE BREST-CATTP RIVE DROITE","False"
30602,290000017,290030410,"CHRU DE BREST-PLACEMENT FAMILIALE THERAPEUTIQUE","False"
30602,290000017,290030428,"CHRU DE BREST-HOPITAL DE JOUR","False"
30602,290000017,290030436,"CHRU DE BREST-HOPITAL DE JOUR LANGEVIN","False"
30603,130001431,130783475,"CLINIQUE L'ANGELUS","True"
30604,340796069,340780212,"CENTRE DE REEDUCATION DU DOCTEUR STER","True"
30604,340796069,340796093,"CENTRE REEDUCATION FONCTIONNELLE STER","False"
30606,920001096,920012069,"RELAIS JEUNES DE SEVRES","False"
30606,920001096,920310042,"MAISON DE SANTE DE BELLEVUE","True"
30607,780110011,780000287,"CENTRE HOSPITALIER FRANCOIS QUESNAY MANTES","True"
30607,780110011,780019550,"CMP 78G01","False"
30607,780110011,780804209,"CENTRE DE LONG SEJOUR DU CENTRE HOSPITALIER DE MANTES","False"
30607,780110011,780809257,"CENTRE MEDICO-PSYCHOLOGIQUE SECTEUR 78-G-2","False"
30607,780110011,780810164,"HOPITAL DE JOUR SECTEUR 78 G 2","False"
30607,780110011,780820346,"CENTRE MEDICO-PSYCHOLOGIQUE INTERSECTEUR 1","False"
30607,780110011,780825246,"HOPITAL DE JOUR INTERSECTEUR 1","False"
30608,310000187,310780390,"CLINIQUE DE BEAUPUY","True"
30609,150780500,150000180,"CENTRE HOSPITALIER DE MURAT","True"
30609,150780500,150782332,"CENTRE HOSPITALIER DE MURAT - SLD","False"
30610,330000274,330007436,"PBNA BORDEAUX-ANTENNE AUTODIALYSE","False"
30610,330000274,330008012,"PBNA BORDEAUX-ANTENNE AUTODIALYSE DE BLAYE","False"
30610,330000274,330051608,"ANTENNE AUTODIALYSE","False"
30610,330000274,330056680,"PBNA BORDEAUX -ANTENNE D'AUTODIALYSE DE LORMONT","False"
30610,330000274,330058694,"ANTENNE AUTODIALYSE PBNA - LANGOIRAN","False"
30610,330000274,330062100,"ANTENNE AUTODIALYSE PBNA ST ANDRE CUBZ","False"
30610,330000274,330780479,"POLYCLINIQUE BORDEAUX NORD AQUITAINE","True"
30610,330000274,330783374,"PNBA BORDEAUX-CENTRE HEMODIALYSE","False"
30611,350000733,350005146,"HÔPITAL PRIVÉ SÉVIGNÉ","True"
30612,920030269,950300152,"NOUVELLE CLINIQUE MIRABEAU MONT D'EAUBONNE","True"
30615,950000455,950300095,"POLYCLINIQUE DU PLATEAU","True"
30616,410000871,410004998,"CLINIQUE DU SAINT COEUR","True"
30618,930021480,930000286,"GROUPE HOSPITALIER INTERCOMMUNAL LE RAINCY-MONTFERMEIL","True"
30618,930021480,930000294,"CENTRE GERIATRIQUE LES ORMES","False"
30618,930021480,930110036,"Centre Hospitalier André Grégoire","False"
30618,930021480,930110069,"Centre Hospitalier Intercommunal Robert Ballanger","False"
30618,930021480,930816962,"CENTRE GERIATRIQUE LES ORMES - SLD","False"
30621,420780652,420000234,"CENTRE HOSPITALIER LE CORBUSIER-FIRMINY","True"
30621,420780652,420787186,"CENTRE DE LONG SEJOUR DE L'HÔPITAL LE CORBUSIER-FIRMINY","False"
30621,420780652,420791295,"CENTRE DE PLANIFICATION FIRMINY","False"
30622,310000492,310781505,"CLINIQUE D'OCCITANIE","True"
30624,610787285,610784423,"CENTRE DE MEDECINE PHYSIQUE ET DE READAPTATION","True"
30626,490000676,490000635,"CENTRE HOSPITALIER DE CHOLET","True"
30626,490000676,490008638,"CH DE CHOLET-CMP ADULTES","False"
30626,490000676,490008679,"CH DE CHOLET-CMP ADULTES","False"
30626,490000676,490011269,"CH DE CHOLET-HOPITAL DE JOUR PSY","False"
30626,490000676,490016839,"CH DE CHOLET - CMP CATTP INFANTO JUVENILE","False"
30626,490000676,490017670,"CH DE CHOLET - CATTP EMERAUDE ADULTES","False"
30626,490000676,490018439,"CH DE CHOLET - CMP CATTP INFANTO JUVENILE MONT DE VIE","False"
30626,490000676,490019601,"USLD DU CH DE CHOLET - SITE CHANTERIVIERE","False"
30626,490000676,490022555,"CMP CH CHOLET CHEMILLE","False"
30626,490000676,490539293,"CH DE CHOLET-CENTRE DE PLANIFICATION","False"
30627,750721235,830017372,"CENTRE DE GERIATRIE BEAUSEJOUR SMR","True"
30627,750721235,830212759,"CENTRE DE GERIATRIE BEAUSEJOUR USLD","False"
30628,070000211,070780390,"CENTRE HOSPITALIER DE SERRIERES","True"
30629,310021084,500000419,"CENTRE REEDUCATION FONCTIONNELLE- SIOUVILLE","True"
30630,930019484,470000308,"CENTRE DE MEDECINE PHYSIQUE ET DE READAPTATION DE L'ADAPT - VIRAZEIL","True"
30631,920030855,640005591,"LES JEUNES CHENES - PAU","True"
30633,580780971,180004533,"CHS CENTRE READAPTATION SOCIO-PROFESSIONNEL","False"
30633,580780971,580003028,"CATTP ADULTES CORBIGNY","False"
30633,580780971,580003119,"CMP ADULTE LA CHARITE SUR LOIRE","False"
30633,580780971,580003168,"CATTP ADULTE REGNARD CHARITE SUR LOIRE","False"
30633,580780971,580003218,"CMP CATTP ADULTES COSNE SUR LOIRE","False"
30633,580780971,580003408,"CMP VAUBAN ADULTES NEVERS","False"
30633,580780971,580003549,"CATTP BANLAY ADULTES NEVERS","False"
30633,580780971,580003598,"CESAM - NEVERS","False"
30633,580780971,580003788,"CATTP ADULTE ST PIERRE LE MOUTIER","False"
30633,580780971,580003879,"CATTP ADULTES IMPHY","False"
30633,580780971,580003978,"CATTP de Chatillon en Bazois","False"
30633,580780971,580004059,"CATTP ADULTES GUERIGNY","False"
30633,580780971,580005262,"HOPITAL DE JOUR POUR ADULTES - NEVERS","False"
30633,580780971,580005270,"H.J. POUR ADULTES-COSNE","False"
30633,580780971,580005296,"H.J. POUR ADULTES- DECIZE","False"
30633,580780971,580005668,"CH PIERRE LOO - CLINIQUE DU PRE POITIERS","False"
30633,580780971,580005767,"CH PIERRE LOO","False"
30633,580780971,580006591,"CATTP ADULTE VARZY","False"
30633,580780971,580972636,"CENTRE HOSPITALIER PIERRE LOO","True"
30634,920030855,750310013,"CLINIQUE VILLA MONTSOURIS","True"
30635,750710428,750170128,"HOPITAL DE JOUR CENTRE SERGE LEBOVICI","True"
30636,590783239,590001004,"CENTRE HOSPITALIER DE DOUAI","True"
30636,590783239,590037701,"HJ PSY ENFANTS CH DOUAI","False"
30636,590783239,590040077,"APPARTEMENTS THERAPEUTIQUES","False"
30636,590783239,590040150,"UTAFA","False"
30636,590783239,590045456,"CAC CH DOUAI","False"
30636,590783239,590065496,"CMP/CATTP ROOST WARENDIN -  CH DOUAI","False"
30636,590783239,590072856,"CATTP ADULTES - CH DOUAI","False"
30636,590783239,590072864,"CATTP ROOST WARENDIN - CH DOUAI","False"
30636,590783239,590805842,"CMP / CATTP ADULTES - CH DOUAI","False"
30636,590783239,590805875,"PEDOPSY-CMP ANICHE / CATTP","False"
30636,590783239,590806055,"PEDOPSY-CMP-NORD-DOUAI / CATTP","False"
30636,590783239,590808408,"HJ PSY ADULTE CAMILLE CLAUDEL","False"
30636,590783239,590812228,"UNITE DE SOINS DE LONGUE DUREE - CH DOUAI","False"
30636,590783239,590812236,"PEDOPSY - CMP ORCHIES","False"
30637,750720575,380780312,"CLINIQUE FSEF GRENOBLE LA TRONCHE","True"
30638,620003814,590817441,"FONDATION HOPALE - UNITE DE REEDUCATION ET READAPTATION CLAIR-SEJOUR","False"
30638,620003814,620000026,"FONDATION HOPALE - INSTITUT FRANCOIS CALOT - CENTRE HELIO MARIN","True"
30638,620003814,620003822,"FONDATION HOPALE - CENTRE DE READAPTATION FONCTIONNELLE SAINTE BARBE","False"
30638,620003814,620027664,"FONDATION HOPALE - CENTRE JACQUES CALVÉ","False"
30638,620024158,620026401,"HOPALE REEDUCATION - CENTRE ARRAS","False"
30639,440052041,410000418,"INSTITUT MEDICAL DE SOLOGNE","True"
30640,780021069,780420048,"MAISON DE FAMILLE L'OASIS","True"
30641,340796358,340780220,"CENTRE HOSPITALIER PAUL COSTE FLORET","True"
30642,130001118,130782451,"LE MEDITERRANEE- CLINIQUE DU CASTELLAS","True"
30643,320780125,320000094,"CENTRE HOSPITALIER DU GERS","True"
30643,320780125,320001084,"CMP/CATTP MIRANDE CH DU GERS ET CMP ENFANTS MIRANDE CH DU GERS","False"
30643,320780125,320782386,"CMP GUIDANCE INFANTILE AUCH CH DU GERS","False"
30643,320780125,320782428,"CMP ENFANTS L'ISLE JOURDAIN CH DU GERS","False"
30643,320780125,320782436,"CMP CATTP SAMATAN","False"
30643,320780125,320782444,"CMP/CATTP DE VIC FEZENSAC CH DU GERS","False"
30643,320780125,320782469,"CMP/CATTP ADULTES DE L'ISLE JOURDAIN CH DU GERS","False"
30643,320780125,320782501,"CMP/CATTP DE NOGARO CH DU GERS","False"
30643,320780125,320782519,"CMP/CATTP DE LECTOURE CH DU GERS","False"
30643,320780125,320782527,"CMP ENFANTS DE FLEURANCE CH DU GERS","False"
30643,320780125,320782550,"CMP/CATTP DE CONDOM CH DU GERS","False"
30643,320780125,320785454,"CMP/CTTP ENFANTS DE NOGARO CH DU GERS","False"
30643,320780125,320785470,"HOPITAL DE JOUR LA VILLA CENTRE HOSPITALIER DU GERS","False"
30643,320780125,320785488,"ATELIER THERAPEUTIQUE MARMINOS CH GERS","False"
30643,320780125,320785496,"CATTP L'ENVOL CH DU GERS ET CMP AUCH CH DU GERS","False"
30644,530000025,490020245,"CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU -  SITE SEGRE","False"
30644,530000025,530000017,"CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU - SITE CHATEAU GONTIER","True"
30644,530000025,530004258,"CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU - CMP CATTP ADULTE - CHATEAU GONTIER","False"
30644,530000025,530032788,"CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU - SITE USLD CHATEAU GONTIER","False"
30645,220005045,220001259,"CENTRE HOSPITALIER DE TREGUIER","True"
30645,220005045,220007645,"CTRE DE LONG SEJOUR CH TREGUIER","False"
30646,330000282,330780487,"CLINIQUE OPHTALMOLOGIQUE THIERS","True"
30647,310000435,310781141,"CLINIQUE DU VIEUX CHATEAU D'OC","True"
30648,"2B0000467","2B0004113","CLINIQUE SAN ORNELLO","True"
30649,540000122,540000395,"LES MAISONS HOSPITALIERES - SITE NANCY","True"
30649,540000122,540000858,"LES MAISONS HOSPITALIERES - SITE NEUVES MAISONS","False"
30649,540000122,540009578,"USLD LES MAISONS HOSPITALIERES A NANCY","False"
30650,750008310,750790164,"CLINIQUE ROOSEVELT","True"
30652,760000125,760780205,"CLINIQUE SAINT ANTOINE","True"
30653,590782421,590033429,"CENTRE GUY TALPAERT","False"
30653,590782421,590035176,"SERVICE SOINS PALLIATIFS ET SSR GERIATRIQUE PAVILLON LAGACHE","False"
30653,590782421,590043162,"USLD RESIDENCE DE LA FRATERNITE","False"
30653,590782421,590044632,"USLD RESIDENCE ISABEAU DE ROUBAIX","False"
30653,590782421,590046314,"CETRADIMN","False"
30653,590782421,590788865,"SSR Jardins du Vélodrome","False"
30653,590782421,590801106,"HOPITAL VICTOR PROVO","True"
30653,590782421,590812186,"HOPITAL DE LA FRATERNITE","False"
30654,940001027,940700032,"INSTITUT ROBERT MERLE D'AUBIGNE","True"
30655,750052359,950300087,"CLINIQUE DE SOINS DE SUITE DE BELLOY EN FRANCE","True"
30656,750720468,770020477,"HOPITAL DE FORCILLES - FONDATION COGNACQ JAY","True"
30657,330781196,330781337,"CENTRE HOSPITALIER XAVIER ARNOZAN - CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX","False"
30657,330781196,330781352,"CENTRE HOSPITALIER SAINT-ANDRE  - CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX","False"
30657,330781196,330781360,"CENTRE HOSPITALIER PELLEGRIN - CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX","True"
30657,330781196,330783648,"CENTRE HOSPITALIER HAUT-LEVEQUE - CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX","False"
30657,330781196,330785171,"LACTARIUM - CHU DE BORDEAUX","False"
30657,330781196,330802752,"CENTRE JEAN ABADIE  - CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX","False"
30657,330781196,470013111,"LACTARIUM D.RAYMOND","False"
30658,750005068,780140018,"INSTITUT MGEN DE LA VERRIERE","True"
30660,750813321,750160012,"INSTITUT CURIE-SECTION MEDICALE","False"
30660,750813321,910813732,"CENTRE DE PROTONTHERAPIE D'ORSAY","False"
30660,750813321,920000460,"CENTRE RENE HUGUENIN","True"
30661,920030921,130784085,"CLINIQUE L'EMERAUDE","True"
30662,590785663,590001582,"CHI WASQUEHAL","False"
30662,590785663,590811485,"CENTRE DE GERIATRIE LE MOLINEL","True"
30663,130001365,130783152,"CLINIQUE SAINTE ELISABETH","True"
30664,280006370,280505264,"CENTRE DE SOINS DE SUITE ET DE READAPTATION LA BOISSIERE","True"
30665,870001773,870016631,"CENTRE DE L'OBESITE BERNARD DESCOTTES","True"
30666,600010201,600014542,"CENTRE DE DIALYSE POLE SANTE DU VALOIS","False"
30666,600010201,600110399,"AUTODIALYSE LA DIALOISE NOYON","False"
30666,600010201,600112460,"AUTODIALYSE LA DIALOISE COMPIEGNE","True"
30667,920030921,130017478,"CLINIQUE DE L'ESCALE","True"
30669,870000015,870000064,"HOPITAL DUPUYTREN","True"
30669,870000015,870003514,"HOPITAL JEAN REBEYROL","False"
30669,870000015,870008042,"USLD CHASTAINGT","False"
30669,870000015,870008059,"USLD JEAN REBEYROL","False"
30669,870000015,870010998,"CHU LIMOGES - ANTENNE SMUR ST YRIEIX","False"
30669,870000015,870014859,"HOPITAL DE LA MERE ET DE L'ENFANT","False"
30669,870000015,870015625,"CIDAG DU VIH ET DES HEPATITES","False"
30669,870000015,870017647,"CHU LIMOGES - ANTENNE SMUR ST JUNIEN","False"
30670,720000066,720000124,"CENTRE HOSPITALIER DE CHATEAU DU LOIR","True"
30670,720000066,720014505,"CENTRE HOSPITALIER DU CHATEAU DU LOIR - SLD","False"
30671,910110014,910000272,"CENTRE HOSPITALIER D'ARPAJON","True"
30671,910110014,910806371,"MOYEN SEJOUR DU CENTRE HOSPITALIER D'ARPAJON","False"
30671,910110014,910811728,"LONG SEJOUR DU CENTRE HOSPITALIER D'ARPAJON","False"
30672,920000395,830215919,"KORIAN ""VAL DU FENOUILLET""","True"
30673,310782446,310011358,"CMP CASTANET (G1)","False"
30673,310782446,310017082,"CENTRE MEDICO PSYCHOLOGIQUE SAINT ORENS","False"
30673,310782446,310018676,"POLE GUIDANCE INFANTILE","True"
30673,310782446,310031059,"CMP – CATTP BALMA PETITS ET HDJ MAGELLAN - CMP – CATTP Balma","False"
30673,310782446,310780895,"HOPITAL DE JOUR LES AUTANS ET UNITE D'EVALUATION DES TROUBLES ENVAHISSANTS DU DEVELOPPEMENT","False"
30673,310782446,310780911,"CMP – CATTP LA FAOURETTE","False"
30673,310782446,310781513,"HOPITAL DE JOUR SAINT LEON ET HOPITAL DE JOUR REACTIF","False"
30673,310782446,310781711,"CENTRE MEDICO PSYCHOLOGIQUE LA REYNERIE (GI)","False"
30673,310782446,310783030,"HOPITAL DE JOUR LES BOURDETTES ET UNITE DE SOINS PRECOCES","False"
30673,310782446,310785233,"CMP - CATTP LOU CAMINEL - Dispositif de périnatalité des cliniques Ambroise Paré, Rive Gauche et de l’Union","False"
30673,310782446,310789235,"CMP VILLEFRANCHE DE LAURAGAIS (GI)","False"
30673,310782446,310789268,"CMP SAINT LEON - CATTP ARTHUR RIMBAUD - Consult Ado. Unité Mobile d’Evaluation et de Soutien et CAPPS31","False"
30673,310782446,310791967,"CENTRE MEDICO PSYCHOLOGIQUE - CATTP REVEL (GI)","False"
30674,660000621,660781287,"CLINIQUE LE FLORIDE","True"
30675,130000979,130782147,"CLINIQUE GENERALE DE MARIGNANE","True"
30676,750005068,330783960,"CENTRE DE SANTE MENTALE MGEN","True"
30677,710000274,710780917,"HOPITAL PRIVE SAINTE MARIE","True"
30678,590000386,590813382,"CLINIQUE VILLETTE","True"
30679,440001998,440003390,"CLINIQUE LA BRIERE","True"
30681,340785856,340780642,"CLINIQUE BEAU SOLEIL","True"
30682,690001904,690791082,"CLINIQUE LES BRUYERES","True"
30683,450015409,450018924,"CLINIQUE DU PONT DE GIEN","True"
30684,590780185,590000097,"ETABLISSEMENT PUBLIC DE SANTE LES ERABLES","True"
30685,130038847,130784713,"HOPITAL PRIVE MARSEILLE - BEAUREGARD","True"
30686,630781029,630000446,"CENTRE HOSPITALIER DE THIERS","True"
30686,630781029,630787059,"USLD -  CH DE THIERS","False"
30687,310788906,310781430,"CENTRE DE POST-CURE EN PSYCHIATRIE - ROUTE NOUVELLE","True"
30688,490535093,490531910,"ASSOCIATION LES CAPUCINS SOINS DE SUITE ET RÉADAPTATION","True"
30688,490535093,490537040,"ASSOCIATION LES CAPUCINS SOINS DE LONGUE DURÉE","False"
30689,400015491,400015533,"HOPITAL DE JOUR HEGALDIA SUD LANDES","False"
30689,640017893,640780334,"CLINIQUE D'AMADE","True"
30691,530000066,530000165,"HOPITAL D'EVRON","True"
30692,690027099,690029186,"ENDO LYON SUD OUEST","True"
30693,130001928,130809015,"CENTRE GERONTOLOGIQUE DEPARTEMENTAL","True"
30693,130001928,130809908,"CENTRE GERONTOLOGIQUE DEPARTEMENTAL - SLD","False"
30694,460780091,460000052,"CENTRE HOSPITALIER DE SAINT CERE","True"
30694,460780091,460786767,"CENTRE HOSPITALIER DE SAINT CERE - UNITE DE SOINS DE LONGUE DUREE","False"
30696,590005278,590813176,"CLINIQUE DES HETRES","True"
30697,940031339,750170490,"HOPITAL DE JOUR POUR ENFANTS ENTRAIDE UNION","True"
30699,890000151,890000169,"CLINIQUE PAUL PICQUET SENS","True"
30700,920030855,830100756,"CENTRE DE SOINS LES COLLINES DU REVEST","True"
30701,890000409,890975535,"CENTRE HOSPITALIER D'AVALLON","True"
30704,210012142,210987665,"CH HCO-SITE DE CHATILLON SUR SEINE","False"
30704,210012142,210987673,"CH HCO-SITE DE MONTBARD","True"
30704,210012142,210987681,"CH HCO-SITE DE SAULIEU","False"
30706,130002322,130786015,"CLINIQUE VALFLEUR","True"
30707,650780174,310793583,"CENTRE PHOEBUS ST GAUDENS LANNEMEZAN","False"
30707,650780174,650000060,"CENTRE HOSPITALIER LANNEMEZAN","True"
30707,650780174,650001068,"CENTRE CAMILLE CLAUDEL TARBES","False"
30707,650780174,650001456,"CENTRE GAMBETTA CMP CATTP BAGNERES","False"
30707,650780174,650001472,"HJ MARBORE TARBES HOP LANNEMEZAN","False"
30707,650780174,650001480,"CENTRE ERASME HOPITAUX LANNEMEZAN ADUL","False"
30707,650780174,650001506,"CMP PIJ TARBES HOP DE LANNEMEZAN","False"
30707,650780174,650003049,"CENTRE POUR ADOLESCENT","False"
30707,650780174,650003098,"HJ PSY INF JUV ESCLARIDE CH LANNEMEZAN","False"
30707,650780174,650004344,"CENTRE D'ALCOOLOGIE HOP LANNEMEZAN","False"
30707,650780174,650005341,"POINT DU SOIR - CATTP PIJ TARBES","False"
30707,650780174,650005374,"CMP LES TILLEULS PIJ LANNEMEZAN","False"
30707,650780174,650005382,"CATTP LA MAISON BLEUE PIJ LANNEMEZAN","False"
30707,650780174,650006042,"UAMP","False"
30707,650780174,650784218,"CMC HOPITAUX DE LANNEMEZAN","False"
30707,650780174,650784234,"CENTRE ORCHIDEE TARBES HOP LANNEMEZAN","False"
30707,650780174,650785959,"HJ PSY INF JUV NANSOUTY LANNEMEZAN","False"
30707,650780174,650788391,"CENTRE MARELLE CMP CATTP PIJ BAGNERES","False"
30707,650780174,650788409,"CENTRE SWEET HOME LOURDES HOP LANNEMEZAN","False"
30707,650780174,650788417,"HJ PIJ LUCIOLES HOP LANNEMEZAN","False"
30707,650780174,650788565,"USLD HOPITAUX LANNEMEZAN","False"
30707,650780174,650788623,"HJ PSY INF JUV BEAU SOLEIL LANNEMEZAN","False"
30707,650780174,650788631,"CENTRE BERTRAND BARERE CATTP PIJ TARBES","False"
30708,630786754,430000026,"CENTRE HOSPITALIER SAINTE MARIE DU PUY EN VELAY","True"
30708,630786754,430006148,"HOPITAL DE JOUR L'ETRIER","False"
30708,630786754,430006528,"HOPITAL DE JOUR /CMP LES CARMES","False"
30708,630786754,430007088,"HOPITAL DE JOUR ADULTE /CMP BRIOUDE","False"
30708,630786754,430007419,"CENTRE DE SOINS DE LONGUE DUREE","False"
30708,630786754,430007625,"HOPITAL DE JOUR / CMP ADULTE MONISTROL","False"
30708,630786754,430008920,"HDJ / CMP ENFANT BRIOUDE","False"
30708,630786754,430008938,"HDJ / CMP ENFANT MONISTROL","False"
30709,640780813,640000402,"CENTRE HOSPITALIER D'ORTHEZ","True"
30709,640780813,640791984,"SERVICE DE LONG SEJOUR DU CENTRE HOSPITALIER D'ORTHEZ","False"
30710,920030855,830100335,"CLINIQUE LES OLIVIERS","True"
30711,610787285,140017278,"INSTITUT DE MEDECINE PHYSIQUE ET DE READAPTATION DU BOIS DE LEBISEY - HEROUVILLE SAINT CLAIR","True"
